study_id,site_id,chamber_id,chamber_year,chamber_type,collar_installation_date,collar_installation_period,collar_insertion_depth,chamber_area,clipping,chamber_opacity,path_to_chamber,chamber_location_notes,chamber_notes,chamber_longitude,chamber_latitude,chamber_position_accuracy,chamber_position_method,elevation_class,chamber_elevation,chamber_elevation_datum,chamber_elevation_accuracy,chamber_elevation_method,chamber_elevation_notes,salinity_class,salinity_method,salinity_notes,inundation_time,inundation_method,inundation_notes,wetland_vegetation_class,wetland_vegetation_method,wetland_vegetation_notes,field_or_manipulation_code,mean_dry_bulk_density,se_dry_bulk_density,mean_soil_organic,se_soil_organic,mean_soil_carbon,se_soil_carbon,mean_soil_total_nitrogen,se_soil_total_nitrogen,mean_soil_CN_ratio,se_soil_CN_ratio,soil_depth
Weston_et_al_2014,RANCOCAS,RANCOCAS_2,2006,static,NA,between one month and one year prior to sampling event,6,0.372,FALSE,clear,TRUE,Vegetated creekbank,Holes in the collars both below-ground and aboveground allowed for drainage and pore-water exchange,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,measurement,Conductivity meter deployed at site,0.718094818359252,measurement,Pressure transducer deployed on site for several months,NA,measurement,clip plots to determine biomass,field,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Weston_et_al_2014,RANCOCAS,RANCOCAS_3,2006,static,NA,between one month and one year prior to sampling event,6,0.372,FALSE,clear,TRUE,Vegetated creekbank,Holes in the collars both below-ground and aboveground allowed for drainage and pore-water exchange,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,measurement,Conductivity meter deployed at site,0.718094818359252,measurement,Pressure transducer deployed on site for several months,NA,measurement,clip plots to determine biomass,field,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Weston_et_al_2014,RANCOCAS,RANCOCAS_4,2006,static,NA,between one month and one year prior to sampling event,6,0.372,FALSE,clear,TRUE,Vegetated creekbank,Holes in the collars both below-ground and aboveground allowed for drainage and pore-water exchange,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,measurement,Conductivity meter deployed at site,0.718094818359252,measurement,Pressure transducer deployed on site for several months,NA,measurement,clip plots to determine biomass,field,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Weston_et_al_2014,RANCOCAS,RANCOCAS_5,2006,static,NA,between one month and one year prior to sampling event,6,0.372,FALSE,clear,TRUE,Vegetated creekbank,Holes in the collars both below-ground and aboveground allowed for drainage and pore-water exchange,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,measurement,Conductivity meter deployed at site,0.718094818359252,measurement,Pressure transducer deployed on site for several months,NA,measurement,clip plots to determine biomass,field,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Weston_et_al_2014,RANCOCAS,RANCOCAS_6,2006,static,NA,between one month and one year prior to sampling event,6,0.372,FALSE,clear,TRUE,Vegetated creekbank,Holes in the collars both below-ground and aboveground allowed for drainage and pore-water exchange,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,measurement,Conductivity meter deployed at site,0.718094818359252,measurement,Pressure transducer deployed on site for several months,NA,measurement,clip plots to determine biomass,field,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Weston_et_al_2014,RACCOON,RACCOON_1,2006,static,NA,between one month and one year prior to sampling event,6,0.372,FALSE,clear,TRUE,Low marsh platform,Holes in the collars both below-ground and aboveground allowed for drainage and pore-water exchange,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,measurement,Conductivity meter deployed at site,0.3456193948950429,measurement,Pressure transducer deployed on site for several months,NA,measurement,clip plots to determine biomass,field,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Weston_et_al_2014,RACCOON,RACCOON_2,2006,static,NA,between one month and one year prior to sampling event,6,0.372,FALSE,clear,TRUE,Low marsh platform,Holes in the collars both below-ground and aboveground allowed for drainage and pore-water exchange,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,measurement,Conductivity meter deployed at site,0.3456193948950429,measurement,Pressure transducer deployed on site for several months,NA,measurement,clip plots to determine biomass,field,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Weston_et_al_2014,RACCOON,RACCOON_3,2006,static,NA,between one month and one year prior to sampling event,6,0.372,FALSE,clear,TRUE,Low marsh platform,Holes in the collars both below-ground and aboveground allowed for drainage and pore-water exchange,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,measurement,Conductivity meter deployed at site,0.3456193948950429,measurement,Pressure transducer deployed on site for several months,NA,measurement,clip plots to determine biomass,field,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Weston_et_al_2014,RACCOON,RACCOON_4,2006,static,NA,between one month and one year prior to sampling event,6,0.372,FALSE,clear,TRUE,Low marsh platform,Holes in the collars both below-ground and aboveground allowed for drainage and pore-water exchange,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,measurement,Conductivity meter deployed at site,0.3456193948950429,measurement,Pressure transducer deployed on site for several months,NA,measurement,clip plots to determine biomass,field,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Weston_et_al_2014,RACCOON,RACCOON_5,2006,static,NA,between one month and one year prior to sampling event,6,0.372,FALSE,clear,TRUE,Low marsh platform,Holes in the collars both below-ground and aboveground allowed for drainage and pore-water exchange,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,measurement,Conductivity meter deployed at site,0.3456193948950429,measurement,Pressure transducer deployed on site for several months,NA,measurement,clip plots to determine biomass,field,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Weston_et_al_2014,RACCOON,RACCOON_6,2006,static,NA,between one month and one year prior to sampling event,6,0.372,FALSE,clear,TRUE,Low marsh platform,Holes in the collars both below-ground and aboveground allowed for drainage and pore-water exchange,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,measurement,Conductivity meter deployed at site,0.3456193948950429,measurement,Pressure transducer deployed on site for several months,NA,measurement,clip plots to determine biomass,field,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Weston_et_al_2014,SALEM,SALEM_1,2007,static,NA,between one month and one year prior to sampling event,6,0.372,FALSE,clear,TRUE,Low marsh platform,Holes in the collars both below-ground and aboveground allowed for drainage and pore-water exchange,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,measurement,Conductivity meter deployed at site,0.40134879318504496,measurement,Pressure transducer deployed on site for several months,NA,measurement,clip plots to determine biomass,field,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Weston_et_al_2014,SALEM,SALEM_2,2007,static,NA,between one month and one year prior to sampling event,6,0.372,FALSE,clear,TRUE,Low marsh platform,Holes in the collars both below-ground and aboveground allowed for drainage and pore-water exchange,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,measurement,Conductivity meter deployed at site,0.40134879318504496,measurement,Pressure transducer deployed on site for several months,NA,measurement,clip plots to determine biomass,field,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Weston_et_al_2014,SALEM,SALEM_3,2007,static,NA,between one month and one year prior to sampling event,6,0.372,FALSE,clear,TRUE,Low marsh platform,Holes in the collars both below-ground and aboveground allowed for drainage and pore-water exchange,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,measurement,Conductivity meter deployed at site,0.40134879318504496,measurement,Pressure transducer deployed on site for several months,NA,measurement,clip plots to determine biomass,field,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Weston_et_al_2014,SALEM,SALEM_4,2007,static,NA,between one month and one year prior to sampling event,6,0.372,FALSE,clear,TRUE,Low marsh platform,Holes in the collars both below-ground and aboveground allowed for drainage and pore-water exchange,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,measurement,Conductivity meter deployed at site,0.40134879318504496,measurement,Pressure transducer deployed on site for several months,NA,measurement,clip plots to determine biomass,field,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Weston_et_al_2014,SALEM,SALEM_5,2007,static,NA,between one month and one year prior to sampling event,6,0.372,FALSE,clear,TRUE,Low marsh platform,Holes in the collars both below-ground and aboveground allowed for drainage and pore-water exchange,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,measurement,Conductivity meter deployed at site,0.40134879318504496,measurement,Pressure transducer deployed on site for several months,NA,measurement,clip plots to determine biomass,field,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Weston_et_al_2014,SALEM,SALEM_6,2007,static,NA,between one month and one year prior to sampling event,6,0.372,FALSE,clear,TRUE,Low marsh platform,Holes in the collars both below-ground and aboveground allowed for drainage and pore-water exchange,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,measurement,Conductivity meter deployed at site,0.40134879318504496,measurement,Pressure transducer deployed on site for several months,NA,measurement,clip plots to determine biomass,field,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Weston_et_al_2014,STOW,STOW_1,2006,static,NA,between one month and one year prior to sampling event,6,0.372,FALSE,clear,TRUE,Low marsh platform,Holes in the collars both below-ground and aboveground allowed for drainage and pore-water exchange,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,measurement,Conductivity meter deployed at site,0.4850175705195175,measurement,Pressure transducer deployed on site for several months,NA,measurement,clip plots to determine biomass,field,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Weston_et_al_2014,STOW,STOW_2,2006,static,NA,between one month and one year prior to sampling event,6,0.372,FALSE,clear,TRUE,Low marsh platform,Holes in the collars both below-ground and aboveground allowed for drainage and pore-water exchange,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,measurement,Conductivity meter deployed at site,0.4850175705195175,measurement,Pressure transducer deployed on site for several months,NA,measurement,clip plots to determine biomass,field,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Weston_et_al_2014,STOW,STOW_3,2006,static,NA,between one month and one year prior to sampling event,6,0.372,FALSE,clear,TRUE,Low marsh platform,Holes in the collars both below-ground and aboveground allowed for drainage and pore-water exchange,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,measurement,Conductivity meter deployed at site,0.4850175705195175,measurement,Pressure transducer deployed on site for several months,NA,measurement,clip plots to determine biomass,field,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Weston_et_al_2014,STOW,STOW_4,2006,static,NA,between one month and one year prior to sampling event,6,0.372,FALSE,clear,TRUE,Low marsh platform,Holes in the collars both below-ground and aboveground allowed for drainage and pore-water exchange,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,measurement,Conductivity meter deployed at site,0.4850175705195175,measurement,Pressure transducer deployed on site for several months,NA,measurement,clip plots to determine biomass,field,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Weston_et_al_2014,STOW,STOW_5,2006,static,NA,between one month and one year prior to sampling event,6,0.372,FALSE,clear,TRUE,Low marsh platform,Holes in the collars both below-ground and aboveground allowed for drainage and pore-water exchange,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,measurement,Conductivity meter deployed at site,0.4850175705195175,measurement,Pressure transducer deployed on site for several months,NA,measurement,clip plots to determine biomass,field,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Weston_et_al_2014,STOW,STOW_6,2006,static,NA,between one month and one year prior to sampling event,6,0.372,FALSE,clear,TRUE,Low marsh platform,Holes in the collars both below-ground and aboveground allowed for drainage and pore-water exchange,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,measurement,Conductivity meter deployed at site,0.4850175705195175,measurement,Pressure transducer deployed on site for several months,NA,measurement,clip plots to determine biomass,field,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stuart-Haentjens_et_al_2018,RRC_Harris,HPT2E,2018,static,2018-01-25,between one month and one year prior to sampling event,14,0.1824,FALSE,opaque,TRUE,NA,"To enable tidal flow within the chamber, holes ( 0.5 cm in diameter) were drilled through the collar area starting 3 cm beneath the soil surface. The holes were drilled in intervals of 2 cm horizontally (with every other row staggered vertically by 1 cm) and 2 cm vertically.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,fresh,measurement,Salinity has been measured every 15-minutes at the mouth of the wetland since 2014.,NA,measurement,NA,forested,measurement,NA,field,0.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stuart-Haentjens_et_al_2018,RRC_Harris,HPT2S,2018,static,2018-01-25,between one month and one year prior to sampling event,14,0.1824,FALSE,opaque,TRUE,NA,"To enable tidal flow within the chamber, holes ( 0.5 cm in diameter) were drilled through the collar area starting 3 cm beneath the soil surface. The holes were drilled in intervals of 2 cm horizontally (with every other row staggered vertically by 1 cm) and 2 cm vertically.",-77.208394,37.327372,NA,NA,NA,NA,NA,NA,NA,NA,fresh,measurement,Salinity has been measured every 15-minutes at the mouth of the wetland since 2014.,NA,measurement,NA,forested,measurement,NA,field,0.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stuart-Haentjens_et_al_2018,RRC_Harris,HPT2W,2018,static,2018-01-25,between one month and one year prior to sampling event,14,0.1824,FALSE,opaque,TRUE,NA,"To enable tidal flow within the chamber, holes ( 0.5 cm in diameter) were drilled through the collar area starting 3 cm beneath the soil surface. The holes were drilled in intervals of 2 cm horizontally (with every other row staggered vertically by 1 cm) and 2 cm vertically.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,fresh,measurement,Salinity has been measured every 15-minutes at the mouth of the wetland since 2014.,NA,measurement,NA,forested,measurement,NA,field,0.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stuart-Haentjens_et_al_2018,RRC_Harris,HPT3E,2018,static,2018-01-25,between one month and one year prior to sampling event,14,0.1824,FALSE,opaque,TRUE,NA,"To enable tidal flow within the chamber, holes ( 0.5 cm in diameter) were drilled through the collar area starting 3 cm beneath the soil surface. The holes were drilled in intervals of 2 cm horizontally (with every other row staggered vertically by 1 cm) and 2 cm vertically.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,fresh,measurement,Salinity has been measured every 15-minutes at the mouth of the wetland since 2014.,NA,measurement,NA,forested,measurement,NA,field,0.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stuart-Haentjens_et_al_2018,RRC_Harris,HPT3S,2018,static,2018-01-25,between one month and one year prior to sampling event,14,0.1824,FALSE,opaque,TRUE,NA,"To enable tidal flow within the chamber, holes ( 0.5 cm in diameter) were drilled through the collar area starting 3 cm beneath the soil surface. The holes were drilled in intervals of 2 cm horizontally (with every other row staggered vertically by 1 cm) and 2 cm vertically.",-77.208874,37.328541,NA,NA,NA,NA,NA,NA,NA,NA,fresh,measurement,Salinity has been measured every 15-minutes at the mouth of the wetland since 2014.,NA,measurement,NA,forested,measurement,NA,field,0.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stuart-Haentjens_et_al_2018,RRC_Harris,HPT3W,2018,static,2018-01-25,between one month and one year prior to sampling event,14,0.1824,FALSE,opaque,TRUE,NA,"To enable tidal flow within the chamber, holes ( 0.5 cm in diameter) were drilled through the collar area starting 3 cm beneath the soil surface. The holes were drilled in intervals of 2 cm horizontally (with every other row staggered vertically by 1 cm) and 2 cm vertically.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,fresh,measurement,Salinity has been measured every 15-minutes at the mouth of the wetland since 2014.,NA,measurement,NA,forested,measurement,NA,field,0.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stuart-Haentjens_et_al_2018,RRC_Kimages,KPT2E,2018,static,2018-06-12,between one week and one month prior to sampling event,14,0.1824,TRUE,opaque,TRUE,NA,"To enable tidal flow within the chamber, holes ( 0.5 cm in diameter) were drilled through the collar area starting 3 cm beneath the soil surface. The holes were drilled in intervals of 2 cm horizontally (with every other row staggered vertically by 1 cm) and 2 cm vertically.",-77.204556,37.329306,NA,NA,NA,NA,NA,NA,NA,NA,fresh,measurement,Salinity has been measured every 15-minutes in the creek channel flowing through the wetland since 2014.,NA,measurement,NA,emergent,measurement,NA,field,0.28,NA,NA,NA,NA,NA,NA,NA,10,NA,NA
Stuart-Haentjens_et_al_2018,RRC_Kimages,KPT2S,2018,static,2018-01-25,between one month and one year prior to sampling event,14,0.1824,TRUE,opaque,TRUE,NA,"To enable tidal flow within the chamber, holes ( 0.5 cm in diameter) were drilled through the collar area starting 3 cm beneath the soil surface. The holes were drilled in intervals of 2 cm horizontally (with every other row staggered vertically by 1 cm) and 2 cm vertically.",-77.204611,37.329333,NA,NA,NA,NA,NA,NA,NA,NA,fresh,measurement,Salinity has been measured every 15-minutes in the creek channel flowing through the wetland since 2014.,NA,measurement,NA,emergent,measurement,NA,field,0.28,NA,NA,NA,NA,NA,NA,NA,10,NA,NA
Stuart-Haentjens_et_al_2018,RRC_Kimages,KPT2W,2018,static,2018-06-12,between one week and one month prior to sampling event,14,0.1824,TRUE,opaque,TRUE,NA,"To enable tidal flow within the chamber, holes ( 0.5 cm in diameter) were drilled through the collar area starting 3 cm beneath the soil surface. The holes were drilled in intervals of 2 cm horizontally (with every other row staggered vertically by 1 cm) and 2 cm vertically.",-77.204667,37.329278,NA,NA,NA,NA,NA,NA,NA,NA,fresh,measurement,Salinity has been measured every 15-minutes in the creek channel flowing through the wetland since 2014.,NA,measurement,NA,emergent,measurement,NA,field,0.28,NA,NA,NA,NA,NA,NA,NA,10,NA,NA
Stuart-Haentjens_et_al_2018,RRC_Kimages,KPT3E,2018,static,2018-01-25,between one month and one year prior to sampling event,14,0.1824,TRUE,opaque,TRUE,NA,"To enable tidal flow within the chamber, holes ( 0.5 cm in diameter) were drilled through the collar area starting 3 cm beneath the soil surface. The holes were drilled in intervals of 2 cm horizontally (with every other row staggered vertically by 1 cm) and 2 cm vertically.",-77.204472,37.330444,NA,NA,NA,NA,NA,NA,NA,NA,fresh,measurement,Salinity has been measured every 15-minutes in the creek channel flowing through the wetland since 2014.,NA,measurement,NA,emergent,measurement,NA,field,0.34,NA,NA,NA,NA,NA,NA,NA,10,NA,NA
Stuart-Haentjens_et_al_2018,RRC_Kimages,KPT3S,2018,static,2018-01-25,between one month and one year prior to sampling event,14,0.1824,TRUE,opaque,TRUE,NA,"To enable tidal flow within the chamber, holes ( 0.5 cm in diameter) were drilled through the collar area starting 3 cm beneath the soil surface. The holes were drilled in intervals of 2 cm horizontally (with every other row staggered vertically by 1 cm) and 2 cm vertically.",-77.204556,37.330472,NA,NA,NA,NA,NA,NA,NA,NA,fresh,measurement,Salinity has been measured every 15-minutes in the creek channel flowing through the wetland since 2014.,NA,measurement,NA,emergent,measurement,NA,field,0.34,NA,NA,NA,NA,NA,NA,NA,10,NA,NA
Stuart-Haentjens_et_al_2018,RRC_Kimages,KPT3W,2018,static,2018-01-25,between one month and one year prior to sampling event,14,0.1824,TRUE,opaque,TRUE,NA,"To enable tidal flow within the chamber, holes ( 0.5 cm in diameter) were drilled through the collar area starting 3 cm beneath the soil surface. The holes were drilled in intervals of 2 cm horizontally (with every other row staggered vertically by 1 cm) and 2 cm vertically.",-77.204611,37.330444,NA,NA,NA,NA,NA,NA,NA,NA,fresh,measurement,Salinity has been measured every 15-minutes in the creek channel flowing through the wetland since 2014.,NA,measurement,NA,emergent,measurement,NA,field,0.34,NA,NA,NA,NA,NA,NA,NA,10,NA,NA
Stuart-Haentjens_et_al_2018,RRC_Kimages,KPT4E,2018,static,2018-01-25,between one month and one year prior to sampling event,14,0.1824,TRUE,opaque,TRUE,NA,"To enable tidal flow within the chamber, holes ( 0.5 cm in diameter) were drilled through the collar area starting 3 cm beneath the soil surface. The holes were drilled in intervals of 2 cm horizontally (with every other row staggered vertically by 1 cm) and 2 cm vertically.",-77.205083,37.331889,NA,NA,NA,NA,NA,NA,NA,NA,fresh,measurement,Salinity has been measured every 15-minutes in the creek channel flowing through the wetland since 2014.,NA,measurement,NA,emergent,measurement,NA,field,0.32,NA,NA,NA,NA,NA,NA,NA,10,NA,NA
Stuart-Haentjens_et_al_2018,RRC_Kimages,KPT4S,2018,static,2018-01-25,between one month and one year prior to sampling event,14,0.1824,TRUE,opaque,TRUE,NA,"To enable tidal flow within the chamber, holes ( 0.5 cm in diameter) were drilled through the collar area starting 3 cm beneath the soil surface. The holes were drilled in intervals of 2 cm horizontally (with every other row staggered vertically by 1 cm) and 2 cm vertically.",-77.205167,37.331891,NA,NA,NA,NA,NA,NA,NA,NA,fresh,measurement,Salinity has been measured every 15-minutes in the creek channel flowing through the wetland since 2014.,NA,measurement,NA,emergent,measurement,NA,field,0.32,NA,NA,NA,NA,NA,NA,NA,10,NA,NA
Stuart-Haentjens_et_al_2018,RRC_Kimages,KPT4W,2018,static,2018-01-25,between one month and one year prior to sampling event,14,0.1824,TRUE,opaque,TRUE,NA,"To enable tidal flow within the chamber, holes ( 0.5 cm in diameter) were drilled through the collar area starting 3 cm beneath the soil surface. The holes were drilled in intervals of 2 cm horizontally (with every other row staggered vertically by 1 cm) and 2 cm vertically.",-77.205167,37.331861,NA,NA,NA,NA,NA,NA,NA,NA,fresh,measurement,Salinity has been measured every 15-minutes in the creek channel flowing through the wetland since 2014.,NA,measurement,NA,emergent,measurement,NA,field,0.32,NA,NA,NA,NA,NA,NA,NA,10,NA,NA
Shahan_et_al_unpublished,US_EDN_s,EDN_1,2020,static,2020-06-06,NA,19,0.0255,FALSE,opaque,TRUE,NA,We did not clip vegetation and there is not vegetation in the collars. They were placed between plant stalks if they were placed in a vegetated area.,NA,NA,NA,RTK,NA,1.4566,RTCM-Ref 3215 (elevation 12.1699),NA,RTK,NA,NA,NA,NA,NA,NA,NA,emergent,measurement,NA,field,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Shahan_et_al_unpublished,US_EDN_s,EDN_2,2020,static,2020-06-06,NA,19,0.0255,FALSE,opaque,TRUE,NA,We did not clip vegetation and there is not vegetation in the collars. They were placed between plant stalks if they were placed in a vegetated area.,NA,NA,NA,RTK,NA,1.5417,RTCM-Ref 3215 (elevation 12.1699),NA,RTK,NA,NA,NA,NA,NA,NA,NA,emergent,measurement,NA,field,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
