Subsite,Point_type,Full_name,Plot,Use?,Note,RTK_Sensor,Coordinate_system,Datum,GEOID,Year,Month,Day,Easting,Northing,Latitude_dd,Longitude_dd,Elevation_m,Hz_Prec,Vt_Prec,PDOP,Sats,Description,Easting RMS,Northing RMS,Elevation RMS,Lateral RMS,Antenna height,Solution status,Averaging start,Averaging end,Samples,Base easting,Base northing,Base elevation,Baseline
Kirk,Phenology quadrat,Kirk quad 3 LL,1B,No,"Can use if necessary, but this is a duplicate point.",Emlid Reach RS2,NAD 1983 2011 UTM Zone 18N,NAVD88,,2021,1,14,366003.097,4304076.865,,,0.186,,,,,,0.016,0.017,0.011,0.024,2.134,FIX,1/14/2021 13:52,1/14/2021 13:52,50,365627.213,4303941.839,2.743,399.47
Kirk,Phenology quadrat,Kirk quad 3 LR,1B,No,"Can use if necessary, but this is a duplicate point.",Emlid Reach RS2,NAD 1983 2011 UTM Zone 18N,NAVD88,,2021,1,14,366003.11,4304077.051,,,0.194,,,,,,0.011,0.012,0.012,0.017,2.134,FIX,1/14/2021 13:52,1/14/2021 13:52,50,365627.213,4303941.839,2.743,399.546
Kirk,Phenology quadrat,Kirk quad 3 UR,1B,No,"Can use if necessary, but this is a duplicate point.",Emlid Reach RS2,NAD 1983 2011 UTM Zone 18N,NAVD88,,2021,1,14,366002.93,4304077.022,,,0.198,,,,,,0.01,0.011,0.011,0.015,2.134,FIX,1/14/2021 13:53,1/14/2021 13:53,50,365627.213,4303941.839,2.743,399.366
Kirk,Phenology quadrat,Kirk quad 4 UL,1B,No,"Can use if necessary, but this is a duplicate point.",Emlid Reach RS2,NAD 1983 2011 UTM Zone 18N,NAVD88,,2021,1,14,366002.924,4304077.035,,,0.195,,,,,,0.01,0.011,0.01,0.015,2.134,FIX,1/14/2021 13:54,1/14/2021 13:54,50,365627.213,4303941.839,2.743,399.364
Kirk,Phenology quadrat,Kirk quad 4 LL,1B,No,"Can use if necessary, but this is a duplicate point.",Emlid Reach RS2,NAD 1983 2011 UTM Zone 18N,NAVD88,,2021,1,14,366003.082,4304077.077,,,0.222,,,,,,0.023,0.014,0.011,0.027,2.134,FIX,1/14/2021 13:55,1/14/2021 13:55,50,365627.213,4303941.839,2.743,399.528
Kirk,Phenology quadrat,Kirk quad 4 LR,1B,No,"Can use if necessary, but this is a duplicate point.",Emlid Reach RS2,NAD 1983 2011 UTM Zone 18N,NAVD88,,2021,1,14,366003.098,4304077.171,,,0.192,,,,,,0.012,0.01,0.011,0.016,2.134,FIX,1/14/2021 13:56,1/14/2021 13:56,50,365627.213,4303941.839,2.743,399.574
Kirk,Phenology quadrat,Kirk quad 4 LL again,1B,No,"Can use if necessary, but this is a duplicate point.",Emlid Reach RS2,NAD 1983 2011 UTM Zone 18N,NAVD88,,2021,1,14,366003.085,4304077.064,,,0.208,,,,,,0.011,0.013,0.011,0.017,2.134,FIX,1/14/2021 13:56,1/14/2021 13:57,50,365627.213,4303941.839,2.743,399.526
Kirk,Phenology quadrat,Kirk quad 4UR,1B,No,"Can use if necessary, but this is a duplicate point.",Emlid Reach RS2,NAD 1983 2011 UTM Zone 18N,NAVD88,,2021,1,14,366002.963,4304077.211,,,0.206,,,,,,0.013,0.011,0.012,0.017,2.134,FIX,1/14/2021 13:57,1/14/2021 13:57,50,365627.213,4303941.839,2.743,399.461
Kirk,Phenology quadrat,Kirk quad 1 UL,1A,No,"Can use if necessary, but this is a duplicate point.",Emlid Reach RS2,NAD 1983 2011 UTM Zone 18N,NAVD88,,2021,1,14,366000.968,4304076.653,,,0.209,,,,,,0.01,0.012,0.011,0.015,2.134,FIX,1/14/2021 13:58,1/14/2021 13:58,50,365627.213,4303941.839,2.743,397.395
Kirk,Phenology quadrat,Kirk quad 1 LL,1A,No,"Can use if necessary, but this is a duplicate point.",Emlid Reach RS2,NAD 1983 2011 UTM Zone 18N,NAVD88,,2021,1,14,366000.824,4304076.592,,,0.192,,,,,,0.012,0.011,0.011,0.016,2.134,FIX,1/14/2021 13:59,1/14/2021 13:59,50,365627.213,4303941.839,2.743,397.238
Kirk,Phenology quadrat,Kirk quad 1 LR,1A,No,"Can use if necessary, but this is a duplicate point.",Emlid Reach RS2,NAD 1983 2011 UTM Zone 18N,NAVD88,,2021,1,14,366000.878,4304076.441,,,0.187,,,,,,0.014,0.01,0.01,0.017,2.134,FIX,1/14/2021 13:59,1/14/2021 14:00,50,365627.213,4303941.839,2.743,397.239
Kirk,Phenology quadrat,Kirk quad 1 UR,1A,No,"Can use if necessary, but this is a duplicate point.",Emlid Reach RS2,NAD 1983 2011 UTM Zone 18N,NAVD88,,2021,1,14,366001.007,4304076.49,,,0.199,,,,,,0.012,0.011,0.011,0.016,2.134,FIX,1/14/2021 14:00,1/14/2021 14:00,50,365627.213,4303941.839,2.743,397.376
Kirk,Phenology quadrat,Kirk quad 2 UL,1A,No,"Can use if necessary, but this is a duplicate point.",Emlid Reach RS2,NAD 1983 2011 UTM Zone 18N,NAVD88,,2021,1,14,366001.036,4304076.426,,,0.205,,,,,,0.012,0.013,0.011,0.017,2.134,FIX,1/14/2021 14:01,1/14/2021 14:01,50,365627.213,4303941.839,2.743,397.382
Kirk,Phenology quadrat,Kirk quad 2 LL,1A,No,"Can use if necessary, but this is a duplicate point.",Emlid Reach RS2,NAD 1983 2011 UTM Zone 18N,NAVD88,,2021,1,14,366000.852,4304076.413,,,0.191,,,,,,0.011,0.012,0.014,0.017,2.134,FIX,1/14/2021 14:01,1/14/2021 14:01,50,365627.213,4303941.839,2.743,397.204
Kirk,Phenology quadrat,Kirk quad 2 LR,1A,No,"Can use if necessary, but this is a duplicate point.",Emlid Reach RS2,NAD 1983 2011 UTM Zone 18N,NAVD88,,2021,1,14,366000.879,4304076.253,,,0.187,,,,,,0.012,0.011,0.011,0.016,2.134,FIX,1/14/2021 14:02,1/14/2021 14:02,50,365627.213,4303941.839,2.743,397.175
Kirk,Phenology quadrat,Kirk quad 2 UR,1A,No,"Can use if necessary, but this is a duplicate point.",Emlid Reach RS2,NAD 1983 2011 UTM Zone 18N,NAVD88,,2021,1,14,366001.055,4304076.258,,,0.197,,,,,,0.011,0.011,0.01,0.016,2.134,FIX,1/14/2021 14:03,1/14/2021 14:03,50,365627.213,4303941.839,2.743,397.343
Kirk,2020 Harvest area,Kirk 50x50 harvest UL,NA,No,"Can use if necessary, but this is a duplicate point.",Emlid Reach RS2,NAD 1983 2011 UTM Zone 18N,NAVD88,,2021,1,14,366000.092,4304077.512,,,0.164,,,,,,0.011,0.01,0.012,0.015,2.134,FIX,1/14/2021 14:04,1/14/2021 14:04,50,365627.213,4303941.839,2.743,396.864
Kirk,2020 Harvest area,Kirk 50x50 harvest LL,NA,No,"Can use if necessary, but this is a duplicate point.",Emlid Reach RS2,NAD 1983 2011 UTM Zone 18N,NAVD88,,2021,1,14,366000.14,4304077.072,,,0.198,,,,,,0.011,0.014,0.012,0.018,2.134,FIX,1/14/2021 14:04,1/14/2021 14:04,50,365627.213,4303941.839,2.743,396.758
Kirk,2020 Harvest area,Kirk 50x50 harvest LR,NA,No,"Can use if necessary, but this is a duplicate point.",Emlid Reach RS2,NAD 1983 2011 UTM Zone 18N,NAVD88,,2021,1,14,366000.603,4304077.163,,,0.199,,,,,,0.011,0.011,0.012,0.016,2.134,FIX,1/14/2021 14:05,1/14/2021 14:05,50,365627.213,4303941.839,2.743,397.225
Kirk,2020 Harvest area,Kirk 50x50 harvest UR,NA,No,"Can use if necessary, but this is a duplicate point.",Emlid Reach RS2,NAD 1983 2011 UTM Zone 18N,NAVD88,,2021,1,14,366000.515,4304077.568,,,0.181,,,,,,0.011,0.011,0.012,0.015,2.134,FIX,1/14/2021 14:05,1/14/2021 14:05,50,365627.213,4303941.839,2.743,397.281
Kirk,Landsat pixel corner,Kirk pixel corner on boardwalk,NA,Yes,,Emlid Reach RS2,NAD 1983 2011 UTM Zone 18N,NAVD88,,2021,1,14,365999.957,4304069.82,,,0.253,,,,,,0.012,0.012,0.013,0.017,2.134,FIX,1/14/2021 14:06,1/14/2021 14:07,50,365627.213,4303941.839,2.743,394.171
Kirk,Collar,Kirk collar 2A UL,2A,No,"Can use if necessary, but this is a duplicate point.",Emlid Reach RS2,NAD 1983 2011 UTM Zone 18N,NAVD88,,2021,1,14,366015.321,4304084.72,,,0.206,,,,,,0.01,0.014,0.013,0.017,2.134,FIX,1/14/2021 14:08,1/14/2021 14:08,50,365627.213,4303941.839,2.743,413.645
Kirk,Collar,Kirk collar 2A LL,2A,No,"Can use if necessary, but this is a duplicate point.",Emlid Reach RS2,NAD 1983 2011 UTM Zone 18N,NAVD88,,2021,1,14,366014.752,4304084.575,,,0.229,,,,,,0.012,0.011,0.011,0.016,2.134,FIX,1/14/2021 14:09,1/14/2021 14:09,50,365627.213,4303941.839,2.743,413.061
Kirk,Collar,Kirk collar 2A LR,2A,No,"Can use if necessary, but this is a duplicate point.",Emlid Reach RS2,NAD 1983 2011 UTM Zone 18N,NAVD88,,2021,1,14,366014.878,4304084.05,,,0.238,,,,,,0.011,0.013,0.012,0.017,2.134,FIX,1/14/2021 14:09,1/14/2021 14:10,50,365627.213,4303941.839,2.743,412.998
Kirk,Collar,Kirk collar 2A UR,2A,No,"Can use if necessary, but this is a duplicate point.",Emlid Reach RS2,NAD 1983 2011 UTM Zone 18N,NAVD88,,2021,1,14,366015.416,4304084.161,,,0.226,,,,,,0.01,0.012,0.011,0.016,2.134,FIX,1/14/2021 14:10,1/14/2021 14:10,50,365627.213,4303941.839,2.743,413.542
Kirk,Collar,Kirk collar 2B UL,2B,No,"Can use if necessary, but this is a duplicate point.",Emlid Reach RS2,NAD 1983 2011 UTM Zone 18N,NAVD88,,2021,1,14,366015.751,4304083.253,,,0.202,,,,,,0.011,0.015,0.012,0.018,2.134,FIX,1/14/2021 14:11,1/14/2021 14:11,50,365627.213,4303941.839,2.743,413.545
Kirk,Collar,Kirk collar 2B LL,2B,No,"Can use if necessary, but this is a duplicate point.",Emlid Reach RS2,NAD 1983 2011 UTM Zone 18N,NAVD88,,2021,1,14,366015.21,4304083.133,,,0.216,,,,,,0.012,0.011,0.014,0.016,2.134,FIX,1/14/2021 14:11,1/14/2021 14:11,50,365627.213,4303941.839,2.743,412.995
Kirk,Collar,Kirk collar 2B LR,2B,No,"Can use if necessary, but this is a duplicate point.",Emlid Reach RS2,NAD 1983 2011 UTM Zone 18N,NAVD88,,2021,1,14,366015.344,4304082.587,,,0.242,,,,,,0.012,0.011,0.012,0.017,2.134,FIX,1/14/2021 14:12,1/14/2021 14:12,50,365627.213,4303941.839,2.743,412.935
Kirk,Collar,Kirk collar 2B UR,2B,No,"Can use if necessary, but this is a duplicate point.",Emlid Reach RS2,NAD 1983 2011 UTM Zone 18N,NAVD88,,2021,1,14,366015.895,4304082.719,,,0.227,,,,,,0.011,0.013,0.012,0.017,2.134,FIX,1/14/2021 14:13,1/14/2021 14:13,50,365627.213,4303941.839,2.743,413.498
Hog,2020 NERR sample plot,Hog 1A NERR 2020,1A,No,"Can use if necessary, but this is a duplicate point.",Emlid Reach RS2,NAD 1983 2011 UTM Zone 18N,NAVD88,,2021,3,25,365407.52,4304604.175,-76.55167536,38.87999871,0.256,,,,,,0.01,0.011,0.01,0.015,2.134,FIX,2021-03-25 15:41:36.4 UTC-04:00,2021-03-25 15:41:44.0 UTC-04:00,25,365627.213,4303941.839,2.743,697.941
Hog,2020 NERR sample plot,Hog 1B NERR 2020,1B,No,"Can use if necessary, but this is a duplicate point.",Emlid Reach RS2,NAD 1983 2011 UTM Zone 18N,NAVD88,,2021,3,25,365408.438,4304603.532,-76.55166467,38.87999306,0.256,,,,,,0.011,0.011,0.011,0.016,2.134,FIX,2021-03-25 15:42:21.3 UTC-04:00,2021-03-25 15:42:26.7 UTC-04:00,25,365627.213,4303941.839,2.743,697.043
Hog,Landsat pixel corner,Hog Corner 1,NA,Yes,,Emlid Reach RS2,NAD 1983 2011 UTM Zone 18N,NAVD88,,2021,3,25,365400.185,4304610.382,-76.55176112,38.88005349,0.255,,,,,,0.011,0.011,0.01,0.015,2.134,FIX,2021-03-25 15:44:23.4 UTC-04:00,2021-03-25 15:44:28.6 UTC-04:00,25,365627.213,4303941.839,2.743,706.161
Hog,2020 NERR sample plot,Hog 2B NERR 2020,2B,Yes,,Emlid Reach RS2,NAD 1983 2011 UTM Zone 18N,NAVD88,,2021,3,25,365398.081,4304614.338,-76.55178614,38.88008881,0.25,,,,,,0.011,0.011,0.01,0.015,2.134,FIX,2021-03-25 15:46:19.0 UTC-04:00,2021-03-25 15:46:23.8 UTC-04:00,25,365627.213,4303941.839,2.743,710.585
Hog,2020 NERR sample plot,Hog 2A NERR 2020,2A,Yes,,Emlid Reach RS2,NAD 1983 2011 UTM Zone 18N,NAVD88,,2021,3,25,365398.201,4304615.734,-76.55178503,38.88010141,0.257,,,,,,0.01,0.01,0.01,0.014,2.134,FIX,2021-03-25 15:47:10.6 UTC-04:00,2021-03-25 15:47:15.4 UTC-04:00,25,365627.213,4303941.839,2.743,711.868
Hog,Landsat pixel corner,Hog Corner 2,NA,Yes,,Emlid Reach RS2,NAD 1983 2011 UTM Zone 18N,NAVD88,,2021,3,25,365369.357,4304610.291,-76.55211638,38.88004796,0.258,,,,,,0.011,0.01,0.011,0.015,2.134,FIX,2021-03-25 15:50:42.9 UTC-04:00,2021-03-25 15:50:47.9 UTC-04:00,25,365627.213,4303941.839,2.743,716.586
Hog,Landsat pixel corner,Hog Corner 3,NA,Yes,,Emlid Reach RS2,NAD 1983 2011 UTM Zone 18N,NAVD88,,2021,3,25,365369.723,4304579.948,-76.55210621,38.87977468,0.252,,,,,,0.011,0.011,0.01,0.016,2.134,FIX,2021-03-25 15:52:10.3 UTC-04:00,2021-03-25 15:52:15.4 UTC-04:00,25,365627.213,4303941.839,2.743,688.221
Hog,Ingrowth core,Core 2A 1,2A,No,"Can use if necessary, but this is a duplicate point.",Emlid Reach RS2,NAD 1983 2011 UTM Zone 18N,NAVD88,,2021,3,25,365382.533,4304585.05,-76.55195959,38.8798226,0.266,,,,,1=bottom left,0.01,0.01,0.014,0.015,2.134,FIX,2021-03-25 15:54:51.8 UTC-04:00,2021-03-25 15:54:59.2 UTC-04:00,25,365627.213,4303941.839,2.743,688.297
Hog,Ingrowth core,Core 2A 2,2A,No,"Can use if necessary, but this is a duplicate point.",Emlid Reach RS2,NAD 1983 2011 UTM Zone 18N,NAVD88,,2021,3,25,365382.061,4304585.042,-76.55196503,38.87982245,0.261,,,,,2=upper left,0.01,0.01,0.01,0.014,2.134,FIX,2021-03-25 15:55:16.1 UTC-04:00,2021-03-25 15:55:22.2 UTC-04:00,25,365627.213,4303941.839,2.743,688.457
Hog,Ingrowth core,Core 2A 3,2A,No,"Can use if necessary, but this is a duplicate point.",Emlid Reach RS2,NAD 1983 2011 UTM Zone 18N,NAVD88,,2021,3,25,365381.589,4304585.06,-76.55197046,38.87982254,0.253,,,,,3=upper right,0.01,0.01,0.011,0.014,2.134,FIX,2021-03-25 15:55:41.6 UTC-04:00,2021-03-25 15:55:47.0 UTC-04:00,25,365627.213,4303941.839,2.743,688.642
Hog,Ingrowth core,Core 2B 1,2B,No,"Can use if necessary, but this is a duplicate point.",Emlid Reach RS2,NAD 1983 2011 UTM Zone 18N,NAVD88,,2021,3,25,365382.305,4304589.75,-76.55196313,38.8798649,0.258,,,,,4=lower right,0.01,0.01,0.011,0.015,2.134,FIX,2021-03-25 15:56:21.5 UTC-04:00,2021-03-25 15:56:26.2 UTC-04:00,25,365627.213,4303941.839,2.743,692.773
Hog,Ingrowth core,Core 2B 2,2B,No,"Can use if necessary, but this is a duplicate point.",Emlid Reach RS2,NAD 1983 2011 UTM Zone 18N,NAVD88,,2021,3,25,365381.786,4304589.764,-76.55196912,38.87986494,0.263,,,,,,0.01,0.01,0.01,0.014,2.134,FIX,2021-03-25 15:56:42.0 UTC-04:00,2021-03-25 15:56:46.9 UTC-04:00,25,365627.213,4303941.839,2.743,692.97
Hog,Ingrowth core,Core 2B 3,2B,No,"Can use if necessary, but this is a duplicate point.",Emlid Reach RS2,NAD 1983 2011 UTM Zone 18N,NAVD88,,2021,3,25,365381.25,4304589.79,-76.55197531,38.8798651,0.269,,,,,,0.01,0.013,0.01,0.016,2.134,FIX,2021-03-25 15:57:11.8 UTC-04:00,2021-03-25 15:57:16.6 UTC-04:00,25,365627.213,4303941.839,2.743,693.184
Hog,Collar,Collar 2B 1,2B,No,"Can use if necessary, but this is a duplicate point.",Emlid Reach RS2,NAD 1983 2011 UTM Zone 18N,NAVD88,,2021,3,25,365382.125,4304587.829,-76.55196484,38.87984757,0.26,,,,,1=bottom left,0.01,0.011,0.01,0.015,2.134,FIX,2021-03-25 15:58:05.2 UTC-04:00,2021-03-25 15:58:10.0 UTC-04:00,25,365627.213,4303941.839,2.743,691.04
Hog,Collar,Collar 2B 2,2B,No,"Can use if necessary, but this is a duplicate point.",Emlid Reach RS2,NAD 1983 2011 UTM Zone 18N,NAVD88,,2021,3,25,365381.518,4304587.818,-76.55197182,38.87984737,0.275,,,,,2=upper left,0.01,0.012,0.01,0.016,2.134,FIX,2021-03-25 15:58:38.2 UTC-04:00,2021-03-25 15:58:43.1 UTC-04:00,25,365627.213,4303941.839,2.743,691.245
Hog,Collar,Collar 2B 3,2B,No,"Can use if necessary, but this is a duplicate point.",Emlid Reach RS2,NAD 1983 2011 UTM Zone 18N,NAVD88,,2021,3,25,365381.534,4304588.427,-76.55197176,38.87985286,0.254,,,,,3=upper right,0.01,0.01,0.01,0.014,2.134,FIX,2021-03-25 15:59:11.4 UTC-04:00,2021-03-25 15:59:16.2 UTC-04:00,25,365627.213,4303941.839,2.743,691.809
Hog,Collar,Collar 2B 4,2B,No,"Can use if necessary, but this is a duplicate point.",Emlid Reach RS2,NAD 1983 2011 UTM Zone 18N,NAVD88,,2021,3,25,365382.133,4304588.417,-76.55196486,38.87985286,0.279,,,,,4=lower right,0.01,0.011,0.011,0.015,2.134,FIX,2021-03-25 15:59:34.7 UTC-04:00,2021-03-25 15:59:39.4 UTC-04:00,25,365627.213,4303941.839,2.743,691.587
Hog,Collar,Collar 2A 1,2A,No,"Can use if necessary, but this is a duplicate point.",Emlid Reach RS2,NAD 1983 2011 UTM Zone 18N,NAVD88,,2021,3,25,365382.104,4304586.379,-76.55196479,38.8798345,0.285,,,,,,0.01,0.01,0.01,0.014,2.134,FIX,2021-03-25 16:00:05.7 UTC-04:00,2021-03-25 16:00:10.5 UTC-04:00,25,365627.213,4303941.839,2.743,689.691
Hog,Collar,Collar 2A 2,2A,No,"Can use if necessary, but this is a duplicate point.",Emlid Reach RS2,NAD 1983 2011 UTM Zone 18N,NAVD88,,2021,3,25,365381.525,4304586.371,-76.55197147,38.87983434,0.258,,,,,,0.01,0.01,0.011,0.014,2.134,FIX,2021-03-25 16:00:34.0 UTC-04:00,2021-03-25 16:00:38.9 UTC-04:00,25,365627.213,4303941.839,2.743,689.89
Hog,Collar,Collar 2A 3,2A,No,"Can use if necessary, but this is a duplicate point.",Emlid Reach RS2,NAD 1983 2011 UTM Zone 18N,NAVD88,,2021,3,25,365381.523,4304586.957,-76.5519716,38.87983962,0.27,,,,,,0.011,0.01,0.01,0.015,2.134,FIX,2021-03-25 16:01:02.4 UTC-04:00,2021-03-25 16:01:07.2 UTC-04:00,25,365627.213,4303941.839,2.743,690.439
Hog,Collar,Collar 2A 4,2A,No,"Can use if necessary, but this is a duplicate point.",Emlid Reach RS2,NAD 1983 2011 UTM Zone 18N,NAVD88,,2021,3,25,365382.12,4304586.958,-76.55196472,38.87983972,0.279,,,,,,0.01,0.011,0.01,0.015,2.134,FIX,2021-03-25 16:01:28.8 UTC-04:00,2021-03-25 16:01:34.4 UTC-04:00,25,365627.213,4303941.839,2.743,690.227
Hog,Conductivity sensor well,Well Cond 1 ,NA,No,"Can use if necessary, but this is a duplicate point.",Emlid Reach RS2,NAD 1983 2011 UTM Zone 18N,NAVD88,,2021,3,25,365387.28,4304592.802,-76.5519064,38.87989316,0.732,,,,,1= top of well,0.013,0.01,0.011,0.016,2.134,FIX,2021-03-25 16:02:37.7 UTC-04:00,2021-03-25 16:02:46.1 UTC-04:00,25,365627.213,4303941.839,2.743,693.893
Hog,Conductivity sensor well,Well Cond 2,NA,No,"Can use if necessary, but this is a duplicate point.",Emlid Reach RS2,NAD 1983 2011 UTM Zone 18N,NAVD88,,2021,3,25,365387.262,4304592.805,-76.5519066,38.87989318,0.257,,,,,2= bottom of well,0.01,0.01,0.01,0.014,2.134,FIX,2021-03-25 16:03:14.2 UTC-04:00,2021-03-25 16:03:20.3 UTC-04:00,25,365627.213,4303941.839,2.743,693.901
Hog,Water level sensor well,Well WL 2,NA,No,"Can use if necessary, but this is a duplicate point.",Emlid Reach RS2,NAD 1983 2011 UTM Zone 18N,NAVD88,,2021,3,25,365387.63,4304593.198,-76.55190245,38.87989677,0.255,,,,,"2= bottom of well
WL = water level",0.011,0.01,0.011,0.015,2.134,FIX,2021-03-25 16:03:49.4 UTC-04:00,2021-03-25 16:03:57.8 UTC-04:00,25,365627.213,4303941.839,2.743,694.143
Hog,Water level sensor well,Well WL 1,NA,No,"Can use if necessary, but this is a duplicate point.",Emlid Reach RS2,NAD 1983 2011 UTM Zone 18N,NAVD88,,2021,3,25,365387.659,4304593.179,-76.55190211,38.87989661,0.667,,,,,"1 = top of well
WL = water level",0.01,0.01,0.011,0.014,2.134,FIX,2021-03-25 16:04:36.0 UTC-04:00,2021-03-25 16:04:41.7 UTC-04:00,25,365627.213,4303941.839,2.743,694.116
Hog,Phenology quadrat,Lexan 1A 1,1A,No,"Can use if necessary, but this is a duplicate point.",Emlid Reach RS2,NAD 1983 2011 UTM Zone 18N,NAVD88,,2021,3,25,365391.516,4304598.656,-76.55185872,38.87994654,0.243,,,,,,0.01,0.01,0.01,0.015,2.134,FIX,2021-03-25 16:06:04.0 UTC-04:00,2021-03-25 16:06:09.9 UTC-04:00,25,365627.213,4303941.839,2.743,697.947
Hog,Phenology quadrat,Lexan 1A 2,1A,No,"Can use if necessary, but this is a duplicate point.",Emlid Reach RS2,NAD 1983 2011 UTM Zone 18N,NAVD88,,2021,3,25,365391.517,4304598.802,-76.55185874,38.87994785,0.244,,,,,,0.011,0.011,0.011,0.015,2.134,FIX,2021-03-25 16:06:22.6 UTC-04:00,2021-03-25 16:06:28.4 UTC-04:00,25,365627.213,4303941.839,2.743,698.084
Hog,Phenology quadrat,Lexan 1A 3,1A,No,"Can use if necessary, but this is a duplicate point.",Emlid Reach RS2,NAD 1983 2011 UTM Zone 18N,NAVD88,,2021,3,25,365391.659,4304598.802,-76.5518571,38.87994787,0.246,,,,,,0.01,0.01,0.01,0.015,2.134,FIX,2021-03-25 16:06:42.2 UTC-04:00,2021-03-25 16:06:47.2 UTC-04:00,25,365627.213,4303941.839,2.743,698.036
Hog,Phenology quadrat,Lexan 1A 4,1A,No,"Can use if necessary, but this is a duplicate point.",Emlid Reach RS2,NAD 1983 2011 UTM Zone 18N,NAVD88,,2021,3,25,365391.662,4304598.661,-76.55185704,38.87994661,0.258,,,,,,0.011,0.01,0.01,0.015,2.134,FIX,2021-03-25 16:07:00.4 UTC-04:00,2021-03-25 16:07:05.3 UTC-04:00,25,365627.213,4303941.839,2.743,697.902
Hog,Phenology quadrat,Lexan 1A-2 1,1A,No,"Can use if necessary, but this is a duplicate point.",Emlid Reach RS2,NAD 1983 2011 UTM Zone 18N,NAVD88,,2021,3,25,365391.717,4304598.658,-76.55185641,38.87994659,0.257,,,,,,0.01,0.01,0.011,0.015,2.134,FIX,2021-03-25 16:07:51.4 UTC-04:00,2021-03-25 16:07:56.3 UTC-04:00,25,365627.213,4303941.839,2.743,697.881
